asset_id,category,family,piece,scope,priority,status,art_missing,current_art,implemented_in,requirement_id,notes
game-room-nest,map,Room plates,The Nest,base-game,critical,complete,no,../../assets/generated/rooms/nest.svg,../../js/render.js,room-tiles-c,Concrete room plate from current game data.
game-room-wasteDisposal,map,Room plates,Waste Disposal,base-game,critical,complete,no,../../assets/generated/rooms/wasteDisposal.svg,../../js/render.js,room-tiles-random,Concrete room plate from current game data.
req-room-tiles-a-disabled,map,Section A room tiles,disabled,base-game,critical,partial,partial,../../js/render.js,../../js/render.js,room-tiles-a,Disabled state relies on subdued rendering rather than unique art.
req-room-tiles-a-explored,map,Section A room tiles,explored,base-game,critical,complete,no,../../js/render.js,../../js/render.js,room-tiles-a,Shared tactical room-state rendering.
req-room-tiles-a-legal-target,map,Section A room tiles,legal-target,base-game,critical,complete,no,../../js/render.js,../../js/render.js,room-tiles-a,Shared tactical room-state rendering.
req-room-tiles-a-selected,map,Section A room tiles,selected,base-game,critical,complete,no,../../js/render.js,../../js/render.js,room-tiles-a,Shared tactical room-state rendering.
req-room-tiles-a-unexplored,map,Section A room tiles,unexplored,base-game,critical,complete,no,../../js/render.js,../../js/render.js,room-tiles-a,Shared tactical room-state rendering.
req-room-tiles-b-disabled,map,Section B room tiles,disabled,base-game,critical,partial,partial,../../js/render.js,../../js/render.js,room-tiles-b,Disabled state relies on subdued rendering rather than unique art.
req-room-tiles-b-explored,map,Section B room tiles,explored,base-game,critical,complete,no,../../js/render.js,../../js/render.js,room-tiles-b,Shared tactical room-state rendering.
req-room-tiles-b-legal-target,map,Section B room tiles,legal-target,base-game,critical,complete,no,../../js/render.js,../../js/render.js,room-tiles-b,Shared tactical room-state rendering.
req-room-tiles-b-selected,map,Section B room tiles,selected,base-game,critical,complete,no,../../js/render.js,../../js/render.js,room-tiles-b,Shared tactical room-state rendering.
req-room-tiles-b-unexplored,map,Section B room tiles,unexplored,base-game,critical,complete,no,../../js/render.js,../../js/render.js,room-tiles-b,Shared tactical room-state rendering.
req-room-tiles-c-disabled,map,Section C room tiles,disabled,base-game,critical,partial,partial,../../js/render.js,../../js/render.js,room-tiles-c,Disabled state relies on subdued rendering rather than unique art.
req-room-tiles-c-explored,map,Section C room tiles,explored,base-game,critical,complete,no,../../js/render.js,../../js/render.js,room-tiles-c,Shared tactical room-state rendering.
req-room-tiles-c-legal-target,map,Section C room tiles,legal-target,base-game,critical,complete,no,../../js/render.js,../../js/render.js,room-tiles-c,Shared tactical room-state rendering.
req-room-tiles-c-selected,map,Section C room tiles,selected,base-game,critical,complete,no,../../js/render.js,../../js/render.js,room-tiles-c,Shared tactical room-state rendering.
req-room-tiles-c-unexplored,map,Section C room tiles,unexplored,base-game,critical,complete,no,../../js/render.js,../../js/render.js,room-tiles-c,Shared tactical room-state rendering.
req-tactical-grid-corridor-gap,map,Tactical placement information,corridor-gap,base-game,critical,complete,no,../../js/render.js,../../js/render.js,tactical-grid,Procedural geometry shared by display and hit testing.
req-tactical-grid-hover,map,Tactical placement information,hover,base-game,critical,complete,no,../../js/render.js,../../js/render.js,tactical-grid,Procedural geometry shared by display and hit testing.
req-tactical-grid-legal-exploration-highlight,map,Tactical placement information,legal-exploration-highlight,base-game,critical,complete,no,../../js/render.js,../../js/render.js,tactical-grid,Procedural geometry shared by display and hit testing.
req-tactical-grid-legal-move-highlight,map,Tactical placement information,legal-move-highlight,base-game,critical,complete,no,../../js/render.js,../../js/render.js,tactical-grid,Procedural geometry shared by display and hit testing.
req-tactical-grid-octagonal-room-outline,map,Tactical placement information,octagonal-room-outline,base-game,critical,complete,no,../../js/render.js,../../js/render.js,tactical-grid,Procedural geometry shared by display and hit testing.
req-tactical-grid-path-preview,map,Tactical placement information,path-preview,base-game,critical,missing,yes,,,tactical-grid,Path-preview art is not implemented.
req-tactical-grid-selection,map,Tactical placement information,selection,base-game,critical,complete,no,../../js/render.js,../../js/render.js,tactical-grid,Procedural geometry shared by display and hit testing.
req-branding-box-art-inspired-key-art,presentation,Game presentation,box-art-inspired-key-art,base-game,medium,missing,yes,,,branding,Unique authored presentation/effect art is required.
req-branding-credits,presentation,Game presentation,credits,base-game,medium,missing,yes,,,branding,Unique authored presentation/effect art is required.
req-branding-loading,presentation,Game presentation,loading,base-game,medium,missing,yes,,,branding,Unique authored presentation/effect art is required.
req-branding-logo,presentation,Game presentation,logo,base-game,medium,missing,yes,,,branding,Unique authored presentation/effect art is required.
req-branding-title-screen,presentation,Game presentation,title-screen,base-game,medium,missing,yes,,,branding,Unique authored presentation/effect art is required.
req-token-ammo-ammo-types,token,Ammo markers,ammo-types,base-game,high,missing,yes,,,token-ammo,Dedicated token art is missing.
req-token-ammo-empty,token,Ammo markers,empty,base-game,high,missing,yes,,,token-ammo,Dedicated token art is missing.
req-token-ammo-loaded,token,Ammo markers,loaded,base-game,high,missing,yes,,,token-ammo,Dedicated token art is missing.
req-token-doors-broken,token,Door components,broken,base-game,critical,missing,yes,,,token-doors,Dedicated token art is missing.
req-token-doors-closed,token,Door components,closed,base-game,critical,missing,yes,,,token-doors,Dedicated token art is missing.
req-token-doors-open,token,Door components,open,base-game,critical,missing,yes,,,token-doors,Dedicated token art is missing.
req-token-doors-sealed,token,Door components,sealed,base-game,critical,missing,yes,,,token-doors,Dedicated token art is missing.
req-token-fire-normal,token,Fire markers,normal,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/render.js,token-fire,Procedural marker uses the shared vector symbol.
req-token-fire-room-placement,token,Fire markers,room-placement,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/render.js,token-fire,Procedural marker uses the shared vector symbol.
req-token-fire-spreading,token,Fire markers,spreading,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/render.js,token-fire,Procedural marker uses the shared vector symbol.
req-token-health-character-health,token,Health/hit markers,character-health,base-game,high,partial,partial,../../assets/generated/ui-symbols.svg;../../js/ui.js,../../js/render.js;../../js/ui.js,token-health,Functional HUD/label exists; dedicated physical-style token is missing.
req-token-health-intruder-hit,token,Health/hit markers,intruder-hit,base-game,high,partial,partial,../../assets/generated/ui-symbols.svg;../../js/ui.js,../../js/render.js;../../js/ui.js,token-health,Functional HUD/label exists; dedicated physical-style token is missing.
req-token-health-queen-health,token,Health/hit markers,queen-health,base-game,high,partial,partial,../../assets/generated/ui-symbols.svg;../../js/ui.js,../../js/render.js;../../js/ui.js,token-health,Functional HUD/label exists; dedicated physical-style token is missing.
req-token-bag-adult,token,Intruder bag tokens,adult,base-game,critical,missing,yes,,,token-bag,Dedicated token art is missing.
req-token-bag-blank,token,Intruder bag tokens,blank,base-game,critical,missing,yes,,,token-bag,Dedicated token art is missing.
req-token-bag-drone,token,Intruder bag tokens,drone,base-game,critical,missing,yes,,,token-bag,Dedicated token art is missing.
req-token-bag-primeblood,token,Intruder bag tokens,primeblood,base-game,critical,missing,yes,,,token-bag,Dedicated token art is missing.
req-token-bag-queen,token,Intruder bag tokens,queen,base-game,critical,missing,yes,,,token-bag,Dedicated token art is missing.
req-token-bag-values,token,Intruder bag tokens,values,base-game,critical,missing,yes,,,token-bag,Dedicated token art is missing.
req-token-malfunction-normal,token,Malfunction markers,normal,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/render.js,token-malfunction,Procedural marker uses the shared vector symbol.
req-token-malfunction-room-placement,token,Malfunction markers,room-placement,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/render.js,token-malfunction,Procedural marker uses the shared vector symbol.
req-token-noise-accumulated,token,Noise markers,accumulated,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/render.js,token-noise,Procedural marker uses the shared vector symbol.
req-token-noise-corridor-placement,token,Noise markers,corridor-placement,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/render.js,token-noise,Procedural marker uses the shared vector symbol.
req-token-noise-single,token,Noise markers,single,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/render.js,token-noise,Procedural marker uses the shared vector symbol.
req-token-objective-choice,token,Objective/mission markers,choice,base-game,high,partial,partial,../../assets/generated/ui-symbols.svg;../../js/ui.js,../../js/render.js;../../js/ui.js,token-objective,Functional HUD/label exists; dedicated physical-style token is missing.
req-token-objective-mission-task,token,Objective/mission markers,mission-task,base-game,high,partial,partial,../../assets/generated/ui-symbols.svg;../../js/ui.js,../../js/render.js;../../js/ui.js,token-objective,Functional HUD/label exists; dedicated physical-style token is missing.
req-token-objective-progress,token,Objective/mission markers,progress,base-game,high,partial,partial,../../assets/generated/ui-symbols.svg;../../js/ui.js,../../js/render.js;../../js/ui.js,token-objective,Functional HUD/label exists; dedicated physical-style token is missing.
req-token-round-first-player-robot,token,Round/phase/first-player markers,first-player-robot,base-game,high,partial,partial,../../assets/generated/ui-symbols.svg;../../js/ui.js,../../js/render.js;../../js/ui.js,token-round,Functional HUD/label exists; dedicated physical-style token is missing.
req-token-round-phase,token,Round/phase/first-player markers,phase,base-game,high,partial,partial,../../assets/generated/ui-symbols.svg;../../js/ui.js,../../js/render.js;../../js/ui.js,token-round,Functional HUD/label exists; dedicated physical-style token is missing.
req-token-round-round,token,Round/phase/first-player markers,round,base-game,high,partial,partial,../../assets/generated/ui-symbols.svg;../../js/ui.js,../../js/render.js;../../js/ui.js,token-round,Functional HUD/label exists; dedicated physical-style token is missing.
req-token-secure-single,token,Secure markers,single,base-game,high,complete,no,../../assets/generated/ui-symbols.svg,../../js/render.js,token-secure,Procedural marker uses the shared vector symbol.
req-token-secure-stacked,token,Secure markers,stacked,base-game,high,complete,no,../../assets/generated/ui-symbols.svg,../../js/render.js,token-secure,Procedural marker uses the shared vector symbol.
req-ui-legibility-colorblind-redundancy,ui,Accessibility overlays,colorblind-redundancy,base-game,critical,complete,no,../../css/style.css,../../css/style.css;../../js/ui.js;../../js/render.js,ui-legibility,Text/icon redundancy and interactive states are implemented.
req-ui-legibility-disabled,ui,Accessibility overlays,disabled,base-game,critical,complete,no,../../css/style.css,../../css/style.css;../../js/ui.js;../../js/render.js,ui-legibility,Text/icon redundancy and interactive states are implemented.
req-ui-legibility-focus,ui,Accessibility overlays,focus,base-game,critical,complete,no,../../css/style.css,../../css/style.css;../../js/ui.js;../../js/render.js,ui-legibility,Text/icon redundancy and interactive states are implemented.
req-ui-legibility-high-contrast,ui,Accessibility overlays,high-contrast,base-game,critical,complete,no,../../css/style.css,../../css/style.css;../../js/ui.js;../../js/render.js,ui-legibility,Text/icon redundancy and interactive states are implemented.
req-ui-legibility-text-labels,ui,Accessibility overlays,text-labels,base-game,critical,complete,no,../../css/style.css,../../css/style.css;../../js/ui.js;../../js/render.js,ui-legibility,Text/icon redundancy and interactive states are implemented.
req-ui-panels-cards,ui,HUD and panel surfaces,cards,base-game,critical,complete,no,../../css/style.css,../../css/style.css;../../js/ui.js,ui-panels,Original responsive HUD surface.
req-ui-panels-log,ui,HUD and panel surfaces,log,base-game,critical,complete,no,../../css/style.css,../../css/style.css;../../js/ui.js,ui-panels,Original responsive HUD surface.
req-ui-panels-marine-terminal,ui,HUD and panel surfaces,marine-terminal,base-game,critical,complete,no,../../css/style.css,../../css/style.css;../../js/ui.js,ui-panels,Original responsive HUD surface.
req-ui-panels-modal,ui,HUD and panel surfaces,modal,base-game,critical,complete,no,../../css/style.css,../../css/style.css;../../js/ui.js,ui-panels,Original responsive HUD surface.
req-ui-panels-phase-banner,ui,HUD and panel surfaces,phase-banner,base-game,critical,complete,no,../../css/style.css,../../css/style.css;../../js/ui.js,ui-panels,Original responsive HUD surface.
req-ui-panels-players,ui,HUD and panel surfaces,players,base-game,critical,complete,no,../../css/style.css,../../css/style.css;../../js/ui.js,ui-panels,Original responsive HUD surface.
req-ui-panels-tooltip,ui,HUD and panel surfaces,tooltip,base-game,critical,missing,yes,,,ui-panels,Dedicated tooltip surface is missing.
